Order,User Name,Date,Time,Like Count,Comment,User Link,Sentiment Score,Sentiment Category,Related_to_Feminism
75532,@MayoMammal,24/7/2023,2:06:17,0,idk i did think they were a little too heavy handed with all the real world men being super pervy buuuut i really liked ken and it made me feel bad for the modern man that feel like an accessory nowadays rather than the men they were and i felt like he would have never resorted to a patriarchy way of living if barbie just respected him as a man women can are and should be strong but they shouldnt brush off the men around them so i didnt see it as an attack on men completely though of course shots were taken and i agree with a lot of it because i am still a woman after all but instead i saw a message of both sexes respecting each other and at the same time value who they are as individuals or some bullshit like that,http://www.youtube.com/channel/UCPlxtzQqflps_KFmLR-1b1Q,0.8833,positive,True
75547,@michaellombardi5831,24/7/2023,1:54:40,0,barbie land sounds like the perfect metaphor for western countries like the uk women occupy over half the governments positions yet still say patriarchy  and were oppressed ,http://www.youtube.com/channel/UCkrqcxu03hBeLUmM2oD0MyQ,0.6808,positive,True
75551,@rubenoteiza9261,24/7/2023,1:49:29,5,you title is wrong you equal feminism with hatred for men in general when the meaning of the word was never that not at least for the last half a century feminism meant for women to reach in society a position if not equal at least similar to that of men when it comes to possibilities power influence income etc etc it was never meant to divide and saw hatred and ressentment in anyone which woke is all about pretending that feminism has anything to do with woke is like pretending that christianism is related to nazism,http://www.youtube.com/channel/UCUEkwTW7SR3ic6lVbS3_QQA,-0.8442,negative,True
75564,@dorin497,24/7/2023,1:43:29,0,where is the nonbinary representation this movie gives you either barbie or ken not woke enough please cancel lol,http://www.youtube.com/channel/UCRz0xipojBNAzyNFkJPKtAw,-0.0418,neutral,True
75568,@anthonyzullo,24/7/2023,1:41:31,0,"the barbie movie if done correctly couldve saved the next generation of young girls from being victims of feminism 

just remember folks this is a western phenomena this isnt in most cultures for women to be anti their nature",http://www.youtube.com/channel/UCCfNbeNpFOe-Fz4vvAYcGPA,-0.2023,negative,True
75579,@anthonyzullo,24/7/2023,1:37:09,0,"also anyone thay doesnt believe toy companies arnt pushing agendas on ourpose have no idea whays going on the entire reason corporations have gone woke is because of whay happened after trumpbwas elected liberals bought more shit so in their eyes pandering to the woke was essentialy profitable 

but im sorry i dont trust companies whos entire existence is predicated on the sales of things children consume the exact same as i wouldnt side with a comlany whos product may kill people who use it and hide studies tobacco companies cough cough

just at some point its your own fault for being surprised

i worked at subway as a store manager from 06 to 09 when jared was caught everyone was surprised but me the cardboard cutout of the dude every day never lied 

when i heard of the barbie movie my first thought was oh no thats gonna fuck up girls 

then i saw the fucking poster line and thought god damnit again with this propaganda shit 

safe to say my guy knows better 

im the only millennial out of my moms kids the rest are gen x really glad they got to raise their kids right on thr cusp of no return 

the real victims of todays feminismwomencant believe my mom fought in the marines as amechanic to have full appreciate female athletics to see in her lifetime new women fuck it up smh",http://www.youtube.com/channel/UCCfNbeNpFOe-Fz4vvAYcGPA,-0.9845,negative,True
75581,@Thedrickx,24/7/2023,1:36:17,1108,fun fact if you look at this from the view point of ken he lived in a matriarchal world until he was shown what was possible by going to the real world inside of the i am guessing short time period he was in barbie land he completely inverted society he didnt spend decades complaining about a non existent wage gap establish body positivity start an of account receive government handouts  quotas claim victimization or push anti woman propaganda through media he just marched in and changed everything on a dime baller move,http://www.youtube.com/channel/UC2TjL74FZp1d9X3LzwEyi7g,0.1511,positive,True
75590,@oraz.,24/7/2023,1:27:36,0,having female writers writing to have men singing about fragility and the patriarchy is so arrogant the fact that they can do it with no opposition doesnt affect their idea of themselves as fighting the patriarchy,http://www.youtube.com/channel/UCbHXKw6sQ4USkLRc9HN2e7w,-0.8323,negative,True
75594,@anthonyzullo,24/7/2023,1:26:09,0,"the more i subjectively review the plot and the story not just whats on the page this weems pretty pro woman and very anti feminist 

so her life is upended by the childish girl in herself in barbie land so she decides at the end to leave her childish views and lands behind to go grow up and join the real world 

the constant barrage of patriarchy is what in a little or young girls minds in todays society has to grow up and see past that that isnt the real world 


if that is the case then the movie is good for young girls because if anyone takes a good hard look at current feminism its pretty anti female imo when i see an indocrinated young woman say i dont want kids im like so the one thing that makes a woman not just absolutely special but intrinsically valuable you just dont want tha its wild to me",http://www.youtube.com/channel/UCCfNbeNpFOe-Fz4vvAYcGPA,0.7559,positive,True
75618,@ichigo2012hollowmask,24/7/2023,1:06:09,23,my sister forced me to watch it yesterday it was pretty bad i watched oppenheimer the day before barbie and despite being 3 hours long it was far more engaging than this wokeslop which dragged on for too long i only enjoyed the gosling scenes since he was the only one putting effort into his scenes and although i hated the idiotic feminist patriarchy nonsense agenda i still laughed at gosling ken bringing patriarchy to barbieland what a wasted opportunity to make a fun barbie comedy,http://www.youtube.com/channel/UCsRPje8MFv7xQPVpqHhFWxA,-0.1548,negative,True
75622,@CryptidZeker415,24/7/2023,1:00:53,1,"the had good points like because barbie was anything little girls could become anything or even ken who i liked the aspect of showing how sad it was to be a ken since its either barbie or barbie and ken but its never just ken and frankly the barbies treat them terribley the more you think about it

but yeah its feminism and woke talking points have soured this movie i absolutely hated that little girl who even by the end she called cultural appropriation to her dad when he tried speaking spanish to her and im like so its inappropriate to speak the language of another culture and im hispanic btw and think thats dumb",http://www.youtube.com/channel/UCXz_GEuxWd-HzO3n0i_W38A,-0.138,negative,True
75629,@mikeylicksit,24/7/2023,0:57:04,1,another movie which could have been fun family friendly and nostalgic allinone though apparently is about identity politics and the woke agenda because we havent gotten the message yet and the cycle of pretentious hollywood plotlines roll on and on again as expected what ever happened to original creative intelligent smart good natured hilarious witty fun and unforgettable wellat least they got the unforgettable part down down with the patriarchy ,http://www.youtube.com/channel/UCnPczGEJ9b6rkIOGHyU8k8A,0.9758,positive,True
